,text,set_name,level,script_calc_level,script_calc_level_int,level_difference
3184,"In 1829, inspired by a similar service he had seen in Paris, George Shillibeer began a horse-drawn 'omnibus' service in London. The first route was from Paddington station to the Bank of England at a fare of one shilling.",facts about britain,2,Advanced,4,2
3185,"Even if your Christmas shopping is finished, it's still worth checking out the markets that pop up during the holiday. Leadenhall is one of the best markets in London throughout the year, so you can bet at Christmas everything there is brilliant.",facts about britain,2,Upper-Intermediate,3,1
3186,"The Leadenhall Festive market takes place from 19 – 23 December. It is full of Christmas food, drink, and gifts even beyond what the market offers normally. Everything from vintage items to handmade gifts can be found there.",facts about britain,2,Upper-Intermediate,3,1
3187,The Red Phone Box is an iconic symbol of Britain to many people around the world. The neo-classical design remained largely unchanged for almost 60 years and provided public telephone service across the United Kingdom.,facts about britain,2,Upper-Intermediate,3,1
3188,"The first standard design of the Red Phone Box was released in 1921, called prosaically Kiosk no.1, or K1. It was made of three concrete sections, with a wooden door and glass panels on the door and side pieces.",facts about britain,2,Advanced,4,2
3190,"Modern biscuits come from the French around the 14th century, and their word ""bescuit"" came from the Latin referenced previously, as they were baked first, then slow dried in the oven. This term was then adapted into English in the 14th century during the Middle Ages.",facts about britain,2,Upper-Intermediate,3,1
3191,"It's an American tradition to have a sit-down meal with your family members on Christmas day, usually paired with a diverse palate of green beans, turkey, cranberry sauce, yams, and more. This tradition originates in Britain as Christmas was originally a feast day.",facts about britain,2,Advanced,4,2
3192,"The Royal Family will gather together around a trimmed tree this Christmas and pause to reflect upon the passing year. The Royals also celebrate the season, like many families, with traditions that have been passed down through the years.",facts about britain,2,Advanced,4,2
3193,"Today, the Royal Family spend Christmas at Sandringham, the Norfolk estate acquired in 1866 by the Queen's great-grandfather, Edward VII. Sandringham quickly became a part of the family's holiday traditions.",facts about britain,2,Upper-Intermediate,3,1
3194,"The Queen arrives at Sandringham for Christmas and works there until February (when she's not in residence, the house is open to the public). It is at Sandringham that the Royal Family partake of their favorite outdoor pursuit – grouse shooting.",facts about britain,2,Advanced,4,2
3196,"Later in the afternoon, the Royals sit down to watch Her Majesty's televised Christmas message to the nation. The king broadcast his Christmas address via radio from a room in Sandringham, and the tradition lives on today.",facts about britain,2,Upper-Intermediate,3,1
3197,St. Patrick's Day is celebrated in Northern Ireland on March 17 as Patrick is Ireland's patron saint. St. Patrick is credited with bringing Christianity to the island of Ireland as well as the miracle of driving out the island's snakes.,facts about britain,2,Upper-Intermediate,3,1
3199,"In a time in which there were no professional architects, Christopher Wren practically created an entire occupation out of what was then seen as a hobby. Wren was actually a scientist and astronomer who found an interest in redesigning St. Paul's Cathedral.",facts about britain,2,Advanced,4,2
3200,"Christopher Wren redesigned and rebuilt another fifty-two churches within the city, the Monument to the Great Fire of London, the Royal Observatory, The Wren Library at Trinity College, Cambridge, Kensington Palace, Greenwich Hospital, and more.",facts about britain,2,Advanced,4,2
3201,"Beginning in 1814, George Stephenson would design his version of a steam locomotive engine that would revolutionise transport and become the model for future locomotives. He went on to construct several of the first railways that operated entirely on self-propelled engines.",facts about britain,2,Advanced,4,2
3203,"One night there were sounds of pleasure and joy in the big house beside McGary's Family Restaurant. The sounds seemed to come from the rooms of the Walsh family. A crowd of interested neighbors stood outside the door. Again and again a waiter came bringing food or drink from the restaurant. The neighbors stood aside every time to let him pass. Then they would move near the door again. And all the time they were talking about what was happening inside. Anyone who listened would have learned quickly and easily that Norah Walsh was being married.
After some time had gone by, the people started coming out the door. They mixed at once with the neighbors who were standing there. Joyful cries rose in the night air. All this noise was born of the drinks from McGary's Restaurant.",o'henry part 1,2,Upper-Intermediate,3,1
3204,"Among the moving crowd Jerry's high hat could now and then be seen. His nose, too, could be seen; it was thick and red, for it had been beaten by fares who wanted to fight. And also now and then his fine green coat appeared. It was easy to see that Jerry had had more than enough to drink. Everyone had noticed it.
Out of the crowd in the street or perhaps from among the people walking past the house, came a young woman. She stopped beside the cab. Jerry saw her there. A fare! He made a sudden move, and three or four people near him fell down. He himself—No! He caught himself in time and did not fall. Quickly he went up to his seat. When he was there, he was safe. All of McGary's drink could not throw him down from there.",o'henry part 1,2,Upper-Intermediate,3,1
3210,"His fare came out with the dreaming smile still on her plain face. Jerry took her by the arm and led her inside. He was going to tell the cops what had happened. They would do something about it.
A gray-haired cop looked across the table. He and the cabby were no strangers.
Jerry began, in his loud, hard voice, ""I've got a fare here that—"" Jerry stopped. He put his hand to his face. The drink from McGary's Restaurant no longer clouded his mind so darkly.
""A fare, sir,"" he continued, with a wide smile, ""that I want you to meet. It's my wife that I married at old man Walsh's this evening. And a wild time we had, it's true. Shake hands with him, Norah, and we'll go home."" Before stepping into the cab again, Norah took a long deep breath.
""I've had a very nice time, Jerry,"" said she.",o'henry part 1,2,Advanced,4,2
3216,"The Elmore bank had a new safe. Mr. Adams was very proud of it, and he wanted everyone to see it. It was as large as a small room, and it had a very special door. The door was controlled by a clock. Using the clock, the banker planned the time when the door should open. At other times no one, not even the banker himself, could open it. The two children, May and Agatha, enjoyed seeing the shining heavy door, with all its special parts.
While they were busy like this, Ben Price entered the bank and looked around. He told a young man who worked there that he had not come on business; he was waiting for a man.
Suddenly there was a cry from the women. They had not been watching the children. May had playfully but firmly closed the door of the safe. And Agatha was inside.",o'henry part 1,2,Upper-Intermediate,3,1
3228,"""It's my wife that I married at old man Walsh's this evening. Shake hands with this person, Norah, and we'll go home."" Before stepping into the cab again, Norah took a long deep breath.
""I've had a very nice time, Jerry,"" said she.",o'henry part 1,2,Advanced,4,2
3230,"He went to Richmond, Indiana, and to Logansport, to see how the safe-breaking had been done in those places. He was heard to say: ""I can see that Jim Valentine has been here. Look at the way he opened this one. He is the only man who knows how to use tools like this.""",o'henry part 1,2,Upper-Intermediate,3,1
3234,"The young lady had been Maxwell's secretary for a year. She was very beautiful, and very different from most other secretaries. Her hair always looked plain and simple. She did not wear chains or jewels.",o'henry part 1,2,Upper-Intermediate,3,1
3245,"The pleasing distant noise of Broadway sounds like running water in a forest. At every strange footstep, the guests turn quickly and look. They are afraid that the restless pleasure-seekers will find their hotel and destroy its pleasant quiet.
And so these few live during the hot season. They enjoy the delights of mountain and seashore. All is brought to them in their Broadway hotel.
This summer a lady came to the hotel giving this name: ""Madame Beaumont."" The name was like a name in the story of a great romance. And Madame Beaumont was the kind of lady the Hotel Lotus loved. She was beautiful and her manner was very fine. Everyone wished to serve her. The other guests believed that as a guest she was perfection.",o'henry part 2,2,Upper-Intermediate,3,1
3247,"On the third day of Madame Beaumont's stay in the hotel, a young man entered as a guest. His clothes were quiet but good. His face was pleasant. His expression was that of a man who had traveled and could understand the world. He said that he would remain three or four days. He asked about the sailing of certain ships. He seemed to like this hotel the best of all he had known.
The young man put his name on the list of hotel guests: Harold Farrington. It was a name with a fine sound. And the young man belonged perfectly in the quiet life of the Lotus. In one day he became like all the other guests. Like them he had his table and his waiter. He also had the same fear that the wrong people might suddenly discover this hotel and destroy its peace.",o'henry part 2,2,Upper-Intermediate,3,1
3251,"Old Anthony Rockwall, who had made millions of dollars by making and selling Rockwall's soap, stood at a window of his large Fifth Avenue house. He was looking out at his neighbor. This neighbor was a proud member of a proud old New York family. He came out of his door and got into a cab. He looked once quickly, as usual, at Anthony Rockwall's house. The look showed that Suffolk-Jones was a very important man, while a rich soapmaker was nothing.
""I will have this house painted red, white, and blue next summer,"" said the Soap King to himself. ""And we'll see how he likes that."" And then Anthony Rockwall turned around and shouted, ""Mike!"" in a loud voice. He never used a bell to call a servant.",o'henry part 2,2,Upper-Intermediate,3,1
3253,"But within that minute, a wagon had stopped in front of the cab. The cabby tried to pass on the left, but a cab was there. He tried to pass on the right, but another cab was there. He could not go back. He was caught where he was and could not move in any direction.
These sudden stops of movement will happen in the city. Instead of moving along the street in their usual orderly way, all the wagons and cabs will suddenly be mixed together and stopped.
Richard stood up in the cab and looked around. He saw a stream of cabs and wagons and everything else on wheels rolling toward the corner where Broadway, Sixth Avenue and Thirty-fourth Street meet. They came from all directions. And more and more were rolling toward them.",o'henry part 2,2,Advanced,4,2
3255,"Prince Michael sat on the seat he liked best, and he smiled. It was a happy thought to him that he had enough money to buy every house he could see near the park, if he wished. He had as much gold as any rich man in this proud city of New York. He had as many jewels, and houses, and land. He could have sat at table with kings and queens. All the best things in the world could be his—art, pleasure, beautiful women, honor. All the sweeter things in life were waiting for Prince Michael of Valleluna whenever he might choose to take them. But instead he was choosing to sit in torn clothes on a seat in a park.
For he had tasted of the fruit of the tree of life. Here, in this park, he felt near to the beating heart of the world. He hoped it would help him to forget that taste.",o'henry part 2,2,Upper-Intermediate,3,1
3261,"He passed a busy restaurant and saw beside it an open door. Above the door a sign was hanging, a sign for a doctor's office. A very large black man stood at the door. He was strangely and brightly dressed in red and yellow. Quietly, he was offering small pieces of paper to those who passed by.
Usually Rudolf walked past without taking the paper that was offered. But tonight the paper was put into his hand very quickly. He kept it, smiling.
When he had walked on further, he looked down at the paper. Surprised, he turned it over, and looked again with interest. On one side there was nothing. On the other side were three words: ""The Green Door."" And then, three steps beyond, another man threw down the paper the black man had given him. Rudolf picked it up.",o'henry part 2,2,Upper-Intermediate,3,1
3263,"There was now a cold rain falling and the wind was stronger. The few people walking along that street were hurrying, trying to keep warm. And at the door of the shop stood the man who had come a thousand miles to meet a friend.",o'henry part 2,2,Upper-Intermediate,3,1
3270,"On the third day of Madame Beaumont's stay in the hotel, a young man entered as a guest. His clothes were quiet but good. His face was pleasant. His expression was that of a man who had traveled and could understand the world.",o'henry part 2,2,Upper-Intermediate,3,1
3271,The young man said that he would remain three or four days. He asked about the sailing of certain ships. He seemed to like this hotel the best of all he had known. The young man put his name on the list of hotel guests: Harold Farrington.,o'henry part 2,2,Upper-Intermediate,3,1
3273,"Andy Donovan had his dinner each evening in the house on Second Avenue where he lived in a furnished room. One evening at dinner he met a new guest, a young lady, Miss Conway. Miss Conway was small and quiet.",o'henry part 2,2,Upper-Intermediate,3,1
3275,"Old Anthony Rockwall, who had made millions of dollars by making and selling Rockwall's soap, stood at a window of his large Fifth Avenue house. He was looking out at his neighbor. This neighbor was a proud member of a proud old New York family.",o'henry part 2,2,Advanced,4,2
3281,"Usually Rudolf walked past without taking the paper that was offered. But tonight the paper was put into his hand very quickly. He kept it, smiling. When he had walked on further, he looked down at the paper. Surprised, he turned it over, and looked again with interest.",o'henry part 2,2,Upper-Intermediate,3,1
3282,"One dollar and eighty-seven cents. That was all. She had put it aside, one cent and then another and then another, in her careful buying of meat and other food. Della counted it three times. And the next day would be Christmas.
There was nothing to do but fall on the bed and cry. So Della did it. Furnished rooms at a cost of $8 a week. There is little more to say about it. In the hall below was a letter-box too small to hold a letter. There was an electric bell, but it could not make a sound. Also there was a name beside the door: ""Mr. James Dillingham Young."" Now, when he was being paid only $20 a week, the name seemed too long and important. Mrs. James Dillingham Young put her arms warmly about him and called him ""Jim."" You have already met her. She is Della.",o'henry part 3,2,Upper-Intermediate,3,1
3283,"James Dillingham Young was very proud of two things which they owned. One thing was his gold watch. It had once belonged to his father. And, long ago, it had belonged to his father's father. The other thing was Della's hair. If a queen had lived in the rooms near theirs, Della would have washed and dried her hair where the queen could see it. Della knew her hair was more beautiful than any queen's jewels and gifts.
If a king had lived in the same house, with all his riches, Jim would have looked at his watch every time they met. Jim knew that no king had anything so valuable. So now Della's beautiful hair fell about her, shining like a falling stream of brown water. It reached below her knee. It almost made itself into a dress for her.",o'henry part 3,2,Upper-Intermediate,3,1
3287,"Della went to him.
""Jim, dear,"" she cried, ""don't look at me like that. I had my hair cut off and sold it. I couldn't live through Christmas without giving you a gift. My hair will grow again. You won't care, will you? My hair grows very fast. It's Christmas, Jim. Let's be happy. You don't know what a nice—what a beautiful nice gift I got for you."" ""You've cut off your hair?"" asked Jim slowly. He seemed to labor to understand what had happened. He seemed not to feel sure he knew.
""Cut it off and sold it,"" said Della. ""Don't you like me now? I'm me, Jim. I'm the same without my hair."" Jim looked around the room.
""You say your hair is gone?"" he said.
""You don't have to look for it,"" said Della.",o'henry part 3,2,Upper-Intermediate,3,1
3288,"Jim put his arms around his Della. For ten seconds let's look in another direction. Eight dollars a week or a million dollars a year— how different are they? Someone may give you an answer, but it will be wrong. The magi brought valuable gifts, but that was not among them. My meaning will be explained soon.
From inside the coat, Jim took something tied in paper. He threw it upon the table.
""I want you to understand me, Dell,"" he said. ""Nothing like a haircut could make me love you any less. But if you'll open that, you may know what I felt when I came in."" White fingers pulled off the paper. And then a cry of joy; and then a change to tears.
For there lay the combs that Della had seen in a shop window and loved for a long time. Beautiful combs, with jewels, perfect for her beautiful hair.",o'henry part 3,2,Upper-Intermediate,3,1
3289,"Jim had not yet seen his beautiful gift. She held it out to him in her open hand. The gold seemed to shine softly as if with her own warm and loving spirit.
""Isn't it perfect, Jim? I hunted all over town to find it. You'll have to look at your watch a hundred times a day now. Give me your watch. I want to see how they look together."" Jim sat down and smiled.
""Della,"" said he, ""let's put our Christmas gifts away and keep them a while. They're too nice to use now. I sold the watch to get the money to buy the combs. And now I think we should have our dinner."" And here I have told you the story of two children who were not wise. But let me speak a last word to the wise of these days: Of all who give gifts, these two were the most wise. They are the magi.",o'henry part 3,2,Upper-Intermediate,3,1
3291,"Stuffy Pete sat down on a seat in the New York City park named Union Square. It was the third seat to the right as you enter Union Square from the east.
Every Thanksgiving Day for nine years he had sat down there at one in the afternoon. Every time, things had happened to him. They were wonderful things. They made his heart feel full of joy—and they filled another part of him, too. They filled the part below his heart. On those other Thanksgiving Days he had been hungry. But today Pete was not hungry. He had come from a dinner so big that he had almost no power to move. His light green eyes looked out from a gray face on which there was still a little food. His breath was short. His body had suddenly become too big for his clothes; it seemed ready to break out of them.",o'henry part 3,2,Upper-Intermediate,3,1
3292,"The young adventurer stopped at the corner to think. Then he went across the street, walked further, and returned across the street to the first side.
Now he again walked past the black man. Again he received a piece of paper. Ten steps away, he looked at it. There were the same words that had appeared on the first paper: ""The Green Door."" Three or four other pieces of paper were lying in the street where they had been dropped. He looked at them. Everyone had the doctor's name on it.
Two times, now, Adventure had asked Rudolf to follow. He was ready. He walked slowly back to where the big black man stood. This time as he passed, he received no paper. The papers were offered to some, but not to all who passed. It seemed to Rudolf that the large black face looked coldly at him.",o'henry part 3,2,Upper-Intermediate,3,1
3294,"In a small part of the city west of Washington Square, the streets have gone wild. They turn in different directions. One street goes across itself one or two times. A painter once discovered something possible and valuable about this street.
This part of the city is called Greenwich Village. And to old Greenwich Village the painters soon came. Here they found rooms they like, with good light and at a low cost.
Sue and Johnsy lived at the top of a building with three floors. One of these young women came from Maine, the other from California. They had met at a restaurant on Eighth Street. There they discovered that they liked the same kind of art, the same kind of food, and the same kind of clothes. So they decided to live and work together.neumonia was not a nice old gentleman. A nice old gentleman would not hurt a weak little woman from California.",o'henry part 3,2,Upper-Intermediate,3,1
3295,"Old Behrman was a painter who lived on the first floor of their house. He was past sixty. He had had no success as a painter. For forty years he had painted, without ever painting a good picture. He had always talked of painting a great picture, a masterpiece, but he had never yet started it.
He got a little money by letting others paint pictures of him. He drank too much. He still talked of his great masterpiece. And he believed that it was his special duty to do everything possible to help Sue and Johnsy.
Sue found him in his dark room, and she knew that he had been drinking. She could smell it. She told him about Johnsy and the leaves on the vine. She said that she was afraid that Johnsy would indeed sail down, down like the leaf. Her hold on the world was growing weaker.",o'henry part 3,2,Upper-Intermediate,3,1
3298,"The furnished room received the young man with a certain warmth. Or it seemed to receive him warmly. It seemed to promise that here he could rest. There was a bed and there were two chairs with ragged covers. Between the two windows there was a looking-glass about twelve inches wide. There were pictures on the walls.
The young man sat down in a chair, while the room tried to tell him its history. The words it used were strange, not easy to understand, as if they were words of many distant foreign countries.
Here and there around the room were small objects forgotten by others who had used the room. There were pictures of theater people, something to hold flowers, but nothing valuable. The little signs grew clear. They showed the young man the others who had lived there before him.",o'henry part 3,2,Upper-Intermediate,3,1
3300,"Webb's brown face grew long with sadness. With that expression, and his wild yellow hair, and his blue eyes, he looked like a schoolboy who had lost his leadership to another, strong boy. Yet his tall body looked too strong for such a thing to happen to him.
""I'm riding back to the ranch today,"" he said. It was easy to see that he did not want to go. ""I have to start some cattle on the road to San Antonio tomorrow morning."" ""I'll go with you as far as Dry Lake,"" said Baldy.
The two friends got on their horses and left the little town where they had met that morning. At Dry Lake, they stopped to say goodbye. They had been riding for miles without talking. But in Texas, talk does not often continue steadily. Many things may happen between words.",o'henry part 3,2,Upper-Intermediate,3,1
3302,"One dollar and eighty-seven cents. That was all. She had put it aside, one cent and then another and then another, in her careful buying of meat and other food. Della counted it three times. And the next day would be Christmas.",o'henry part 3,2,Upper-Intermediate,3,1
3305,"When Della arrived home, her mind quieted a little. She began to think more reasonably. She started to try to cover the sad marks of what she had done. Love and large-hearted giving, when added together, can leave deep marks.",o'henry part 3,2,Upper-Intermediate,3,1
3307,"The door opened and Jim stepped in. He looked very thin and he was not smiling. Poor fellow, he was only twenty-two—and with a family to take care of! He needed a new coat and he had nothing to cover his cold hands.",o'henry part 3,2,Upper-Intermediate,3,1
3308,"""Jim, dear, I had my hair cut off and sold it. I couldn't live through Christmas without giving you a gift. My hair will grow again. You won't care, will you? My hair grows very fast. It's Christmas, Jim. Let's be happy.""",o'henry part 3,2,Upper-Intermediate,3,1
3311,"Jim had not yet seen his beautiful gift. She held it out to him in her open hand. The gold seemed to shine softly as if with her own warm and loving spirit. ""Isn't it perfect, Jim? I hunted all over town to find it. Give me your watch. I want to see how they look together.""",o'henry part 3,2,Upper-Intermediate,3,1
3316,"Every time, things had happened to him. They were wonderful things. They filled the part below his heart. On those other Thanksgiving Days he had been hungry. But today Pete was not hungry. He had come from a dinner so big that he had almost no power to move.",o'henry part 3,2,Upper-Intermediate,3,1
3321,Soapy left his seat and walked out of Madison Square to the place where the great street called Broadway and Fifth Avenue meet. He stopped at a large and brightly-lighted restaurant. This was where the best food and the best people appeared every evening.,o'henry part 3,2,Upper-Intermediate,3,1
3322,"The Old Gentleman was thin and tall and sixty. He was dressed all in black. He wore eye-glasses. His hair was whiter and thinner than it had been last year. His legs did not seem as strong as they had seemed the year before.
As this kind Old Gentleman came toward him, Stuffy began to shake and his breath was shorter. He wished he could fly away. But he could not move from his seat.
""Good morning,"" said the Old Gentleman. ""I am glad to see that the troubles of another year have not hurt you. You continue to move in health about the beautiful world. For that blessing you and I can give thanks on this day of thanksgiving. If you will come with me, my man, I will give you a dinner that will surely make your body feel as thankful as your mind.""",o'henry part 4,2,Upper-Intermediate,3,1
3323,"Stuffy had always wondered why the Old Gentleman seemed sad as he spoke. He did not know that it was because the Old Gentleman was wishing that he had a son. A son would come there after he himself was gone. A son would stand proud and strong before Stuffy, and say: ""In remembrance of my father."" Then it would really be a tradition.
But the Old Gentleman had no family. He lived in a room in one of the old houses near the park. In the winter he grew a few flowers there. In the spring he walked on Fifth Avenue. In the summer he lived in a farmhouse in the hills outside New York, and he talked of a strange bug he hoped some day to find. In the fall season he gave Stuffy a dinner. These were the things that filled the Old Gentleman's life.",o'henry part 4,2,Advanced,4,2
3324,"The Old Gentleman's eyes were bright with the giving-pleasure. His face was getting older every year, but his clothes were very clean and fresh. And then Stuffy made a strange noise. As the Old Gentleman had heard the noise nine times before, he understood it. He knew that Stuffy was accepting.
""Thank you. I'm very hungry."" Stuffy was very full, but he understood that he was part of a tradition. His desire for food on Thanksgiving Day was not his own. It belonged to this kind Old Gentleman. True, America is free. But there are some things that must be done.
The Old Gentleman led Stuffy to the restaurant and to the same table where they had always gone. They were known here.
""Here comes that old man,"" said a waiter, ""that buys that old no-good fellow a dinner every Thanksgiving.""",o'henry part 4,2,Advanced,4,2
3326,"The Old Gentleman went south, and Stuffy went north.
Stuffy went around the first corner, and stood for one minute. Then he fell.
There he was found. He was picked up and taken to a hospital. They put him on a bed, and began to try to discover what strange sickness had made him fall.
And an hour later the Old Gentleman was brought to the same hospital. And they put him on another bed, and began to try to discover what his sickness could be.
After a little time one of the doctors met another doctor, and they talked.
""That nice old gentleman over there,"" he said. ""Do you know what's wrong with him? He is almost dead for need of food. A very proud old man, I think. He told me he has had nothing to eat for three days.""",o'henry part 4,2,Upper-Intermediate,3,1
3327,"There was bright wallpaper on the wall. There was a fireplace. On the wall above it, some bright pieces of cloth were hanging. Perhaps they had been put there to add beauty to the room. This they did not do. And the pictures on the walls were pictures the young man had seen a hundred times before in other furnished rooms.
Here and there around the room were small objects forgotten by others who had used the room. There were pictures of theater people, something to hold flowers, but nothing valuable.
One by one the little signs grew clear. They showed the young man the others who had lived there before him. In front of the looking-glass there was a thin spot in the floor covering. That told him that women had been in the room.",o'henry part 4,2,Upper-Intermediate,3,1
3328,"It seemed to him that those who had lived in the furnished room had been angry with it, and had done all they could to hurt it. Perhaps their anger had been caused by the room's brightness and its coldness. For there was no true warmth in the room.
There were cuts and holes in the chairs and in the walls. The bed was half broken. The floor cried out as if in pain when it was walked on.
People for a time had called this room ""home,"" and yet they had hurt it. This was a fact not easy to believe. But perhaps it was, strangely, a deep love of home that was the cause. The people who had lived in the room perhaps never knew what a real home was. But they knew that this room was not a home. Therefore their deep anger rose up and made them strike out.",o'henry part 4,2,Upper-Intermediate,3,1
3332,"At last Soapy came to one of the quiet streets on the east side of the city. He turned here and began to walk south toward Madison Square. He was going home, although home was only a seat in a park.
But on a very quiet corner Soapy stopped. Here was an old, old church. Through one colored-glass window came a soft light. Sweet music came to Soapy's ears and seemed to hold him there.
The moon was above, peaceful and bright. There were few people passing. He could hear birds high above him.
And the anthem that came from the church held Soapy there, for he had known it well long ago. In those days his life contained such things as mothers and flowers and high hopes and friends and clean thoughts and clean clothes.",o'henry part 4,2,Upper-Intermediate,3,1
3333,"Soapy's mind was ready for something like this. He had come to the old church at the right time. There was a sudden and wonderful change in his soul. He saw with sick fear how he had fallen. He saw his worthless days, his wrong desires, his dead hopes, the lost power of his mind.
And also in a moment his heart answered this change in his soul. He would fight to change his life. He would pull himself up, out of the mud. He would make a man of himself again.
There was time. He was young enough. He would find his old purpose in life, and follow it. That sweet music had changed him. Tomorrow he would find work. A man had once offered him a job. He would find that man tomorrow. He would be somebody in the world.",o'henry part 4,2,Upper-Intermediate,3,1
3342,The Old Gentleman was thin and tall and sixty. He was dressed all in black. He wore eye-glasses. His hair was whiter and thinner than it had been last year. His legs did not seem as strong as they had seemed the year before.,o'henry part 4,2,Upper-Intermediate,3,1
3344,Stuffy had always wondered why the Old Gentleman seemed sad as he spoke. He did not know that it was because the Old Gentleman was wishing that he had a son. A son would come there after he himself was gone.,o'henry part 4,2,Advanced,4,2
3345,"The Old Gentleman's eyes were bright with the giving-pleasure. His face was getting older every year, but his clothes were very clean and fresh. And then Stuffy made a strange noise. As the Old Gentleman had heard the noise nine times before, he understood it. He knew that Stuffy was accepting.",o'henry part 4,2,Advanced,4,2
3346,"Stuffy was very full, but he understood that he was part of a tradition. His desire for food on Thanksgiving Day was not his own. It belonged to this kind Old Gentleman. True, America is free. But there are some things that must be done.",o'henry part 4,2,Upper-Intermediate,3,1
3347,"The Old Gentleman sat at the table, watching. The waiters brought food, and more food. And Stuffy began to eat.
No great and famous soldier ever battled more strongly against an enemy. The turkey and all the other food were gone almost as quickly as they appeared.",o'henry part 4,2,Upper-Intermediate,3,1
3349,"The Old Gentleman went south, and Stuffy went north.
Stuffy went around the first corner, and stood for one minute. Then he fell.
There he was found. He was picked up and taken to a hospital. They put him on a bed, and began to try to discover what strange sickness had made him fall.",o'henry part 4,2,Upper-Intermediate,3,1
3359,"Soapy's mind was ready for something like this. He had come to the old church at the right time. There was a sudden and wonderful change in his soul. He saw with sick fear how he had fallen. He saw his worthless days, his wrong desires, his dead hopes, the lost power of his mind.",o'henry part 4,2,Upper-Intermediate,3,1
3362,"In less than a minute he was again in the cab with the ring.
But within that minute, a wagon had stopped in front of the cab. The cabby tried to pass on the left, but a cab was there. He tried to pass on the right, but another cab was there. He could not go back. He was caught where he was and could not move in any direction.
These sudden stops of movement will happen in the city. Instead of moving along the street in their usual orderly way, all the wagons and cabs will suddenly be mixed together and stopped.
""Why don't you drive further?"" said Miss Lantry. ""We'll be late."" Richard stood up in the cab and looked around. He saw a stream of cabs and wagons and everything else on wheels rolling toward the corner where Broadway, Sixth Avenue and Thirty-fourth Street meet.",o'henry part 5,2,Advanced,4,2
3363,"""Come in,"" shouted Anthony. He had been reading and he put down his book.
It was Ellen. ""They are going to be married Anthony,"" she said. ""She has promised to marry our Richard. On their way to the theater their cab was stopped in the street. It was two hours before it could move again.
""And oh, brother Anthony, don't ever talk about the power of money again. It was a little ring, a true love ring, that was the cause of our Richard finding his happiness. He dropped it in the street and had to get out and find it. And before they could continue, the cab was caught among the others. He told her of his love there in the cab. Money is nothing, Anthony. True love is everything."" ""I'm glad the boy got what he wanted,"" said old Anthony.",o'henry part 5,2,Upper-Intermediate,3,1
3365,"Prince Michael sat on the seat he liked best, and he smiled. It was a happy thought to him that he had enough money to buy every house he could see near the park. He had as much gold as any rich man in this proud city of New York. He had as many jewels, and houses, and land. He could have sat at table with kings and queens. All the best things in the world could be his—art, pleasure, beautiful women, honor. All the sweeter things in life were waiting for Prince Michael of Valleluna whenever he might choose to take them. But instead he was choosing to sit in torn clothes on a seat in a park.
For he had tasted of the fruit of the tree of life. He had not liked the taste. Here, in this park, he felt near to the beating heart of the world. He hoped it would help him to forget that taste.",o'henry part 5,2,Upper-Intermediate,3,1
3374,"He looked at her for a moment, and felt a sudden pain. What if those pieces of paper had been placed in some other man's hand? Quickly he decided that she must never know the truth. He must never let her know that he knew that she had taken such a strange way to call for help.
""I was looking for someone else,"" he said.
The last thing he saw was her smile.
Outside the door he stopped and looked around the hall. And then he went along the hall to the other end. He came back and went to the floor above, and walked to the far end of that hall. Every door in the house was painted green.
He went down to the street. The black man was there. Rudolf showed him the two pieces of paper with the words, ""The Green Door."" ""Why did you give these to me?"" he asked.",o'henry part 5,2,Upper-Intermediate,3,1
3376,"After the doctor had gone, Sue went into the workroom to cry.
Then she walked into Johnsy's room. She carried some of her painting materials, and she was singing.
Johnsy lay there, very thin and very quiet. Her face was turned toward the window. Sue stopped singing, thinking that Johnsy was asleep.
Sue began to work. As she worked she heard a low sound, again and again. She went quickly to the bedside. Johnsy's eyes were open wide. She was looking out the window and counting—counting back.
""Twelve,"" she said; and a little later, ""Eleven""; and then, ""Ten,"" and, ""Nine""; and then, ""Eight,"" and, ""Seven,"" almost together.
Sue looked out the window. What was there to count?",o'henry part 5,2,Upper-Intermediate,3,1
3382,"In less than a minute he was again in the cab with the ring.
But within that minute, a wagon had stopped in front of the cab. The cabby tried to pass on the left, but a cab was there. He tried to pass on the right, but another cab was there. He could not go back.",o'henry part 5,2,Upper-Intermediate,3,1
3383,"These sudden stops of movement will happen in the city. Instead of moving along the street in their usual orderly way, all the wagons and cabs will suddenly be mixed together and stopped.
""Why don't you drive further?"" said Miss Lantry. ""We'll be late.""",o'henry part 5,2,Upper-Intermediate,3,1
3384,"""Come in,"" shouted Anthony. He had been reading and he put down his book.
It was Ellen. ""They are going to be married Anthony,"" she said. ""She has promised to marry our Richard. On their way to the theater their cab was stopped in the street.",o'henry part 5,2,Advanced,4,2
3385,"""And oh, brother Anthony, don't ever talk about the power of money again. It was a little ring, a true love ring, that was the cause of our Richard finding his happiness. He dropped it in the street and had to get out and find it. And before they could continue, the cab was caught among the others.""",o'henry part 5,2,Upper-Intermediate,3,1
3390,"But instead he was choosing to sit in torn clothes on a seat in a park.
For he had tasted of the fruit of the tree of life. He had not liked the taste. Here, in this park, he felt near to the beating heart of the world. He hoped it would help him to forget that taste.",o'henry part 5,2,Upper-Intermediate,3,1
